Gene.name,Genes,Gene_B73v3,X,X.1,X.2,X.3,X.4,X.5
AT2G28160,FRU,TF,AT2G28160.1,FER-like regulator of iron uptake,Encodes a putative transcription factor that regulates iron uptake responses.  mRNA is detected in the outer cell layers of the root and accumulates in response to iron deficiency.  The expression of many iron-regulated genes is dependent on FIT1.  It specifically regulates FRO2 at the level of mRNA accumulation and IRT1 at the level of protein accumulation.Similar to FER in tomato and is a regulator of iron uptake.,"FER-like regulator of iron uptake (FRU); FUNCTIONS IN: DNA binding, sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of iron ion transport, response to cytokinin stimulus, response to iron ion, regulation of transcription; LOCATED IN: nucleus; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Helix-loop-helix DNA-binding domain (InterPro:IPR001092), Helix-loop-helix DNA-binding (InterPro:IPR011598); BEST Arabidopsis thaliana protein match is: basic helix-loop-helix (bHLH) DNA-binding superfamily protein (TAIR:AT2G16910.1); Has 2366 Blast hits to 2362 proteins in 114 species: Archae - 2; Bacteria - 0; Metazoa - 3; Fungi - 9; Plants - 2350; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).",FRU,FER-like regulator of iron uptake
AT2G28200,AT2G28200,TF,AT2G28200.1,C2H2-type zinc finger family protein,---,"C2H2-type zinc finger family protein; FUNCTIONS IN: sequence-specific DNA binding transcription factor activity, zinc ion binding, nucleic acid binding; INVOLVED IN: regulation of transcription; LOCATED IN: intracellular; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, C2H2-like (InterPro:IPR015880), Zinc finger, C2H2-type (InterPro:IPR007087); BEST Arabidopsis thaliana protein match is: C2H2-type zinc finger family protein (TAIR:AT5G04390.1); Has 1824 Blast hits to 1700 proteins in 108 species: Archae - 0; Bacteria - 0; Metazoa - 861; Fungi - 12; Plants - 927; Viruses - 0; Other Eukaryotes - 24 (source: NCBI BLink).",---,---
AT2G28350,ARF10,TF,AT2G28350.1,auxin response factor 10,Involved in root cap cell differentiation.,"auxin response factor 10 (ARF10); FUNCTIONS IN: sequence-specific DNA binding transcription factor activity, miRNA binding; INVOLVED IN: in 13 processes; LOCATED IN: nucleus; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Aux/IAA-ARF-dimerisation (InterPro:IPR011525), Transcriptional factor B3 (InterPro:IPR003340), AUX/IAA protein (InterPro:IPR003311), Auxin response factor (InterPro:IPR010525); BEST Arabidopsis thaliana protein match is: auxin response factor 16 (TAIR:AT4G30080.1); Has 1499 Blast hits to 1393 proteins in 79 species: Archae - 0; Bacteria - 4; Metazoa - 43; Fungi - 0; Plants - 1444; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink).",ARF10,auxin response factor 10
AT2G28450,AT2G28450,TF,AT2G28450.2,zinc finger (CCCH-type) family protein,---,"zinc finger (CCCH-type) family protein; FUNCTIONS IN: zinc ion binding, RNA methyltransferase activity, nucleic acid binding; INVOLVED IN: RNA processing; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, CCCH-type (InterPro:IPR000571), (Uracil-5)-methyltransferase (InterPro:IPR010280); BEST Arabidopsis thaliana protein match is: RNA methyltransferase family protein (TAIR:AT3G21300.1).",---,---
AT2G28500,LBD11,TF,AT2G28500.1,LOB domain-containing protein 11,---,"LOB domain-containing protein 11 (LBD11); INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; CONTAINS InterPro DOMAIN/s: Lateral organ boundaries, LOB (InterPro:IPR004883); BEST Arabidopsis thaliana protein match is: LOB domain-containing protein 1 (TAIR:AT1G07900.1); Has 1191 Blast hits to 1170 proteins in 85 species: Archae - 8; Bacteria - 66; Metazoa - 21; Fungi - 2; Plants - 1049; Viruses - 10; Other Eukaryotes - 35 (source: NCBI BLink).",LBD11,LOB domain-containing protein 11
AT2G28510,AT2G28510,TF,AT2G28510.1,Dof-type zinc finger DNA-binding family protein,---,"Dof-type zinc finger DNA-binding family protein; FUNCTIONS IN: DNA binding, sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription; LOCATED IN: nucleolus; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, Dof-type (InterPro:IPR003851); BEST Arabidopsis thaliana protein match is: TARGET OF MONOPTEROS 6 (TAIR:AT5G60200.1); Has 1531 Blast hits to 1461 proteins in 73 species: Archae - 0; Bacteria - 1; Metazoa - 1; Fungi - 8; Plants - 1087; Viruses - 0; Other Eukaryotes - 434 (source: NCBI BLink).",---,---
AT2G28550,TOE1,TF,AT2G28550.3,related to AP2.7,---,"related to AP2.7 (RAP2.7); CONTAINS InterPro DOMAIN/s: DNA-binding, integrase-type (InterPro:IPR016177), Pathogenesis-related transcriptional factor/ERF, DNA-binding (InterPro:IPR001471); BEST Arabidopsis thaliana protein match is: target of early activation tagged (EAT) 2 (TAIR:AT5G60120.1).",TOE1,TARGET OF EARLY ACTIVATION TAGGED (EAT) 1
AT2G28710,AT2G28710,TF,AT2G28710.1,C2H2-type zinc finger family protein,---,"C2H2-type zinc finger family protein; FUNCTIONS IN: sequence-specific DNA binding transcription factor activity, zinc ion binding, nucleic acid binding; INVOLVED IN: regulation of transcription; LOCATED IN: intracellular; EXPRESSED IN: 8 plant structures; EXPRESSED DURING: 4 anthesis; CONTAINS InterPro DOMAIN/s: Zinc finger, C2H2-like (InterPro:IPR015880), Zinc finger, C2H2-type (InterPro:IPR007087); BEST Arabidopsis thaliana protein match is: C2H2-type zinc finger family protein (TAIR:AT5G59820.1); Has 1339 Blast hits to 1281 proteins in 119 species: Archae - 0; Bacteria - 0; Metazoa - 497; Fungi - 0; Plants - 827; Viruses - 0; Other Eukaryotes - 15 (source: NCBI BLink).",---,---
AT2G28810,AT2G28810,TF,AT2G28810.2,Dof-type zinc finger DNA-binding family protein,---,"Dof-type zinc finger DNA-binding family protein; CONTAINS InterPro DOMAIN/s: Zinc finger, Dof-type (InterPro:IPR003851); BEST Arabidopsis thaliana protein match is: Dof-type zinc finger DNA-binding family protein (TAIR:AT1G07640.2).",---,---
AT2G29065,AT2G29065,TF,AT2G29065.1,GRAS family transcription factor,---,GRAS family transcription factor; CONTAINS InterPro DOMAIN/s: Transcription factor GRAS (InterPro:IPR005202); BEST Arabidopsis thaliana protein match is: GRAS family transcription factor (TAIR:AT1G07520.1).,---,---
AT2G29660,AT2G29660,TF,AT2G29660.1,zinc finger (C2H2 type) family protein,---,"zinc finger (C2H2 type) family protein; CONTAINS InterPro DOMAIN/s: Zinc finger, C2H2-like (InterPro:IPR015880), Zinc finger, C2H2-type (InterPro:IPR007087); BEST Arabidopsis thaliana protein match is: zinc finger protein-related (TAIR:AT5G54630.1); Has 407 Blast hits to 407 proteins in 27 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 28; Plants - 376; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).",---,---
AT2G30250,WRKY25,TF,AT2G30250.1,WRKY DNA-binding protein 25,member of WRKY Transcription Factor; Group I. Located in nucleus. Involved in response to various abiotic stresses - especially salt stress.,WRKY DNA-binding protein 25 (WRKY25); CONTAINS InterPro DOMAIN/s: DNA-binding WRKY (InterPro:IPR003657); BEST Arabidopsis thaliana protein match is: WRKY DNA-binding protein 26 (TAIR:AT5G07100.1); Has 5787 Blast hits to 3061 proteins in 192 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 5747; Viruses - 0; Other Eukaryotes - 40 (source: NCBI BLink).,WRKY25,WRKY DNA-binding protein 25
AT2G30420,ETC2,TF,AT2G30420.1,Homeodomain-like superfamily protein,In a tandem repeat with AT2G30424 and AT2G30432,"ENHANCER OF TRY AND CPC 2 (ETC2); FUNCTIONS IN: DNA binding, sequence-specific DNA binding transcription factor activity; INVOLVED IN: trichome patterning, regulation of transcription; LOCATED IN: mitochondrion; CONTAINS InterPro DOMAIN/s: SANT, DNA-binding (InterPro:IPR001005), Myb, DNA-binding (InterPro:IPR014778), Homeodomain-related (InterPro:IPR012287), Myb transcription factor (InterPro:IPR015495); BEST Arabidopsis thaliana protein match is: Homeodomain-like superfamily protein (TAIR:AT2G30424.1); Has 1991 Blast hits to 1991 proteins in 160 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1974; Viruses - 0; Other Eukaryotes - 17 (source: NCBI BLink).",ETC2,ENHANCER OF TRY AND CPC 2
AT2G30424,TCL2,TF,AT2G30424.1,Homeodomain-like superfamily protein,In a tandem repeat with AT2g30432 (TCL1) and AT2g30420 (ETC2),"TRICHOMELESS 2 (TCL2); FUNCTIONS IN: DNA binding; INVOLVED IN: regulation of transcription; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: SANT, DNA-binding (InterPro:IPR001005), Myb, DNA-binding (InterPro:IPR014778), Homeodomain-related (InterPro:IPR012287), Myb transcription factor (InterPro:IPR015495); BEST Arabidopsis thaliana protein match is: Homeodomain-like superfamily protein (TAIR:AT2G30432.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",TCL2,TRICHOMELESS 2
AT2G30432,TCL1,TF,AT2G30432.1,Homeodomain-like superfamily protein,"Encodes TRICHOMELESS1 (TCL1), a single-repeat MYB-type transcription factor that negatively regulates trichome formation by suppressing GL1 (GLABRA1). In a tandem repeat with AT2g30424 and AT2g30420.","TRICHOMELESS1 (TCL1); FUNCTIONS IN: DNA binding; INVOLVED IN: regulation of trichome morphogenesis; CONTAINS InterPro DOMAIN/s: SANT, DNA-binding (InterPro:IPR001005), Myb, DNA-binding (InterPro:IPR014778), Homeodomain-related (InterPro:IPR012287), MYB-like (InterPro:IPR017877), Myb transcription factor (InterPro:IPR015495); BEST Arabidopsis thaliana protein match is: Homeodomain-like superfamily protein (TAIR:AT2G30424.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",TCL1,TRICHOMELESS1
AT2G30470,VAL1,TF,AT2G30470.1,high-level expression of sugar-inducible gene 2,"HSI2 is a member of a novel family of B3 domain proteins with a sequence similar to the ERF-associated amphiphilic repression (EAR) motif. It functions as an active repressor of the Spo minimal promoter (derived from a gene for sweet potato sporamin A1) through the EAR motif. It contains a plant-specific B3 DNA-binding domain. The Arabidopsis genome contains 42 genes with B3 domains which could be classified into three families that are represented by ABI3, ARF1 and RAV1. HSI2 belongs to the ABI3 family. It is expressed at similar levels in all organs. Treatment with 6% sucrose showed a slight increase in transcript levels after 24 h. No changes were observed after treatment with 50µM ABA. It is localized in the nucleus via a nuclear localization sequence located in the fourth conserved region of the C-terminal B3 domain.","high-level expression of sugar-inducible gene 2 (HSI2); CONTAINS InterPro DOMAIN/s: Transcriptional factor B3 (InterPro:IPR003340), Zinc finger, CW-type (InterPro:IPR011124); BEST Arabidopsis thaliana protein match is: HSI2-like 1 (TAIR:AT4G32010.1); Has 1263 Blast hits to 1242 proteins in 97 species: Archae - 0; Bacteria - 5; Metazoa - 31; Fungi - 0; Plants - 1168; Viruses - 0; Other Eukaryotes - 59 (source: NCBI BLink).",VAL1,VP1/ABI3-LIKE 1
AT2G30590,WRKY21,TF,AT2G30590.1,WRKY DNA-binding protein 21,Encodes WRKY DNA-binding protein 21 (WRKY21).,"WRKY DNA-binding protein 21 (WRKY21); FUNCTIONS IN: calmodulin binding, sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription, DNA-dependent, regulation of transcription; LOCATED IN: nucleus; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: DNA-binding WRKY (InterPro:IPR003657), Transcription factor, WRKY, Zn-cluster (InterPro:IPR018872); BEST Arabidopsis thaliana protein match is: WRKY DNA-binding protein 74 (TAIR:AT5G28650.1); Has 39192 Blast hits to 15053 proteins in 688 species: Archae - 6; Bacteria - 1092; Metazoa - 13773; Fungi - 4123; Plants - 4597; Viruses - 447; Other Eukaryotes - 15154 (source: NCBI BLink).",WRKY21,WRKY DNA-binding protein 21
AT2G31070,TCP10,TF,AT2G31070.1,TCP domain protein 10,TCP family protein involved in heterchronic regulation of leaf differentiation.,"TCP domain protein 10 (TCP10); CONTAINS InterPro DOMAIN/s: Transcription factor, TCP (InterPro:IPR005333), Transcription factor TCP subgroup (InterPro:IPR017887); BEST Arabidopsis thaliana protein match is: TCP family transcription factor 4 (TAIR:AT3G15030.3); Has 1897 Blast hits to 1802 proteins in 357 species: Archae - 0; Bacteria - 4; Metazoa - 259; Fungi - 36; Plants - 1423; Viruses - 0; Other Eukaryotes - 175 (source: NCBI BLink).",TCP10,TCP domain protein 10
AT2G31220,AT2G31220,TF,AT2G31220.1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,---,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein; FUNCTIONS IN: DNA binding, sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription; LOCATED IN: nucleus; CONTAINS InterPro DOMAIN/s: Helix-loop-helix DNA-binding domain (InterPro:IPR001092), Helix-loop-helix DNA-binding (InterPro:IPR011598); BEST Arabidopsis thaliana protein match is: basic helix-loop-helix (bHLH) DNA-binding superfamily protein (TAIR:AT1G06170.2); Has 1822 Blast hits to 1822 proteins in 125 species: Archae - 0; Bacteria - 0; Metazoa - 15; Fungi - 26; Plants - 1767; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink).",---,---
AT2G31230,ERF15,TF,AT2G31230.1,ethylene-responsive element binding factor 15,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5.","ethylene-responsive element binding factor 15 (ERF15); FUNCTIONS IN: DNA binding, transcription activator activity, sequence-specific DNA binding transcription factor activity; INVOLVED IN: ethylene mediated signaling pathway, regulation of transcription, DNA-dependent, response to chitin; LOCATED IN: chloroplast; EXPRESSED IN: stem, root; CONTAINS InterPro DOMAIN/s: DNA-binding, integrase-type (InterPro:IPR016177), Pathogenesis-related transcriptional factor/ERF, DNA-binding (InterPro:IPR001471); BEST Arabidopsis thaliana protein match is: octadecanoid-responsive Arabidopsis AP2/ERF 59 (TAIR:AT1G06160.1); Has 7638 Blast hits to 6656 proteins in 461 species: Archae - 0; Bacteria - 190; Metazoa - 867; Fungi - 122; Plants - 5748; Viruses - 12; Other Eukaryotes - 699 (source: NCBI BLink).",ERF15,ethylene-responsive element binding factor 15
AT2G31280,CPUORF7,TF,AT2G31280.4,conserved peptide upstream open reading frame 7,"Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF7 represents a conserved upstream opening reading frame relative to major ORF AT2G31280.1 ",conserved peptide upstream open reading frame 7 (CPUORF7); FUNCTIONS IN: sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription; BEST Arabidopsis thaliana protein match is: conserved peptide upstream open reading frame 8 (TAIR:AT1G06149.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,CPUORF7,conserved peptide upstream open reading frame 7
AT2G31370,AT2G31370,TF,AT2G31370.6,Basic-leucine zipper (bZIP) transcription factor family protein,---,"Basic-leucine zipper (bZIP) transcription factor family protein; CONTAINS InterPro DOMAIN/s: Basic-leucine zipper (bZIP) transcription factor (InterPro:IPR004827), bZIP transcription factor, bZIP-1 (InterPro:IPR011616); BEST Arabidopsis thaliana protein match is: Basic-leucine zipper (bZIP) transcription factor family protein (TAIR:AT1G06070.1).",---,---
AT2G31380,STH,TF,AT2G31380.1,salt tolerance homologue,a B-box zinc finger protein that interacts with COP1. contains a novel 11 amino acid motif at the C-terminus (also found at the N-terminus of HY5) that is involved in the COP1 interaction.,"salt tolerance homologue (STH); FUNCTIONS IN: sequence-specific DNA binding transcription factor activity, zinc ion binding, protein domain specific binding; INVOLVED IN: regulation of transcription; LOCATED IN: endomembrane system, intracellular; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, B-box (InterPro:IPR000315); BEST Arabidopsis thaliana protein match is: B-box zinc finger family protein (TAIR:AT1G06040.1); Has 1801 Blast hits to 1351 proteins in 117 species: Archae - 0; Bacteria - 0; Metazoa - 6; Fungi - 4; Plants - 1702; Viruses - 0; Other Eukaryotes - 89 (source: NCBI BLink).",STH,salt tolerance homologue
AT2G31730,AT2G31730,TF,AT2G31730.1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,---,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein; FUNCTIONS IN: sequence-specific DNA binding transcription factor activity; INVOLVED IN: response to ethylene stimulus, response to gibberellin stimulus; LOCATED IN: nucleus; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Helix-loop-helix DNA-binding domain (InterPro:IPR001092), Helix-loop-helix DNA-binding (InterPro:IPR011598); BEST Arabidopsis thaliana protein match is: basic helix-loop-helix (bHLH) DNA-binding superfamily protein (TAIR:AT1G05710.5); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",---,---
